id,gender,Age,abonoment_type,visit_per_week,attend_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,personal_training,name_personal_trainer,uses_sauna,Mon,Tue,Wed,Thu,Fri,Sat,Sun,has_fav_group_lesson,Group_Lesson_Kickboxen,Group_Lesson_BodyPump,Group_Lesson_Zumba,Group_Lesson_XCore,Group_Lesson_Running,Group_Lesson_Yoga,Group_Lesson_LesMiles,Group_Lesson_Pilates,Group_Lesson_HIT,Group_Lesson_Spinning,Group_Lesson_BodyBalance,has_fav_drink,fav_drink_berryboost,fav_drink_lemon,fav_drink_passion_fruit,fav_drink_coconut_pineapple,fav_drink_orange,fav_drink_black_currant
146,Female,14,Standard,5,1,20:23:00,21:30:00,67,1,1,Mike,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
147,Male,36,Standard,3,1,18:19:00,19:47:00,88,0,0,No PT,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
148,Male,36,Premium,2,1,9:08:00,11:19:00,131,1,1,Mike,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
149,Male,26,Standard,2,0,17:57:00,20:08:00,131,0,0,No PT,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Male,19,Premium,1,0,16:10:00,17:20:00,70,0,1,Mike,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Male,29,Premium,2,1,20:15:00,22:05:00,110,0,0,No PT,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
152,Male,27,Premium,2,0,20:44:00,21:57:00,73,0,1,Hanna,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Male,47,Premium,2,1,16:41:00,18:02:00,81,1,1,Chantal,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
154,Male,39,Standard,2,1,11:18:00,13:28:00,130,1,1,Mike,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
155,Male,47,Standard,1,0,14:41:00,15:21:00,40,1,1,Hanna,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
156,Female,20,Premium,2,0,18:54:00,19:37:00,43,1,1,Chantal,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
157,Female,20,Standard,4,0,11:51:00,14:21:00,150,1,1,Jeffrey,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
158,Male,22,Standard,2,0,14:12:00,16:43:00,151,1,1,Mike,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
159,Female,22,Standard,3,1,17:57:00,19:46:00,109,0,1,Hanna,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,Female,24,Premium,3,1,15:17:00,16:04:00,47,0,1,Hanna,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
161,Female,17,Standard,3,1,15:41:00,16:58:00,77,1,1,Chantal,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
162,Male,29,Standard,1,0,17:00:00,18:33:00,93,1,0,No PT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
163,Male,36,Premium,3,0,8:42:00,11:31:00,169,1,1,Jeffrey,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
164,Male,20,Standard,5,0,17:41:00,20:22:00,161,0,0,No PT,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Male,29,Standard,2,1,14:45:00,17:41:00,176,0,1,Chantal,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Male,32,Premium,3,0,20:34:00,21:40:00,66,0,1,Chantal,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Female,42,Premium,4,1,9:55:00,10:59:00,64,0,0,No PT,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Male,14,Standard,3,1,12:27:00,14:16:00,109,0,0,No PT,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
169,Female,35,Premium,3,1,13:32:00,16:19:00,167,0,0,No PT,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,Male,43,Standard,3,0,12:12:00,13:08:00,56,1,1,Mike,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
171,Female,37,Standard,1,0,16:39:00,19:05:00,146,1,1,Hanna,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
172,Female,49,Standard,5,1,8:15:00,8:50:00,35,0,0,No PT,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,Male,47,Standard,2,0,16:55:00,19:13:00,138,1,0,No PT,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
174,Male,49,Premium,1,0,11:21:00,12:46:00,85,0,0,No PT,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Male,19,Standard,2,1,14:01:00,15:56:00,115,0,0,No PT,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,Male,48,Standard,4,0,9:34:00,10:11:00,37,0,0,No PT,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Female,23,Premium,3,0,9:56:00,11:20:00,84,1,1,Chantal,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
178,Male,23,Premium,4,0,11:02:00,11:44:00,42,0,1,Chantal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Female,13,Standard,2,0,17:27:00,19:12:00,105,0,0,No PT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Male,48,Premium,3,1,8:33:00,10:13:00,100,1,1,Jeffrey,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
181,Male,27,Premium,5,1,10:50:00,13:38:00,168,1,0,No PT,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
182,Female,14,Standard,3,1,9:01:00,11:57:00,176,0,1,Chantal,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Male,14,Premium,1,0,13:06:00,14:29:00,83,0,0,No PT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Male,17,Standard,1,0,17:58:00,20:04:00,126,0,1,Hanna,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Male,39,Standard,2,1,9:20:00,9:52:00,32,1,0,No PT,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
186,Female,49,Standard,3,0,17:42:00,19:00:00,78,1,1,Mike,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
187,Male,12,Standard,5,1,19:49:00,22:15:00,146,1,1,Mike,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
188,Female,37,Premium,1,1,8:21:00,8:55:00,34,1,0,No PT,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
189,Male,36,Premium,2,1,11:28:00,14:14:00,166,0,0,No PT,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,Male,13,Standard,4,0,14:47:00,15:21:00,34,0,0,No PT,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Male,31,Premium,2,0,13:48:00,16:42:00,174,0,0,No PT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Female,39,Standard,4,0,17:07:00,17:55:00,48,0,0,No PT,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Female,12,Premium,3,1,13:57:00,15:10:00,73,0,0,No PT,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Female,23,Premium,1,0,16:54:00,19:49:00,175,1,0,No PT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
195,Male,45,Premium,2,0,11:23:00,13:41:00,138,1,0,No PT,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
196,Male,39,Premium,5,0,20:01:00,21:08:00,67,1,1,Jeffrey,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
197,Male,14,Standard,2,0,13:53:00,16:06:00,133,1,1,Mike,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
198,Male,30,Premium,3,1,13:00:00,15:43:00,163,1,1,Jeffrey,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
199,Female,15,Premium,3,0,9:55:00,11:07:00,72,1,1,Jeffrey,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
200,Male,12,Standard,1,0,15:47:00,16:28:00,41,1,1,Jeffrey,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
201,Male,46,Standard,4,1,13:31:00,15:47:00,136,1,1,Mike,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
202,Male,49,Premium,4,0,8:21:00,8:52:00,31,1,0,No PT,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
203,Female,43,Premium,2,0,18:32:00,20:54:00,142,1,1,Chantal,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
204,Male,19,Premium,2,1,17:13:00,19:26:00,133,1,1,Jeffrey,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
205,Male,42,Premium,3,0,9:57:00,12:50:00,173,1,1,Chantal,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
206,Male,46,Standard,1,1,18:06:00,20:49:00,163,1,0,No PT,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
207,Male,18,Standard,3,1,11:47:00,14:00:00,133,0,1,Chantal,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Male,41,Premium,1,1,11:28:00,13:10:00,102,1,1,Jeffrey,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
209,Male,19,Premium,4,0,19:07:00,20:06:00,59,1,1,Hanna,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
210,Male,17,Premium,2,0,17:44:00,18:20:00,36,1,1,Chantal,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
211,Female,27,Standard,2,1,9:10:00,11:36:00,146,0,1,Chantal,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,Male,25,Premium,3,0,17:21:00,18:17:00,56,0,0,No PT,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Male,23,Premium,2,1,12:58:00,15:46:00,168,0,0,No PT,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Female,35,Standard,1,0,8:34:00,9:27:00,53,0,1,Chantal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Female,38,Standard,3,1,8:17:00,10:38:00,141,0,0,No PT,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,Male,49,Premium,3,0,12:37:00,13:15:00,38,1,1,Mike,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
217,Male,34,Standard,1,0,12:42:00,13:21:00,39,1,1,Jeffrey,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
218,Female,46,Premium,3,1,18:01:00,18:36:00,35,1,0,No PT,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
219,Male,45,Standard,5,1,14:59:00,16:59:00,120,0,0,No PT,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
220,Male,36,Premium,5,0,20:57:00,22:15:00,78,1,1,Mike,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
221,Male,45,Premium,2,0,12:13:00,14:47:00,154,1,1,Chantal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
222,Male,49,Premium,3,1,20:01:00,22:34:00,153,0,1,Mike,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
223,Male,19,Standard,5,0,20:23:00,21:52:00,89,1,0,No PT,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
224,Female,24,Standard,2,0,20:41:00,22:29:00,108,0,0,No PT,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Male,24,Standard,3,0,20:08:00,22:44:00,156,1,0,No PT,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
226,Male,31,Standard,1,0,15:01:00,17:43:00,162,0,0,No PT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Female,48,Premium,3,1,20:37:00,21:48:00,71,0,1,Jeffrey,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Male,17,Premium,1,1,19:05:00,21:55:00,170,1,1,Chantal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
229,Male,31,Premium,5,0,20:39:00,21:35:00,56,0,0,No PT,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Male,22,Standard,3,1,16:31:00,18:39:00,128,0,0,No PT,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,Male,37,Premium,3,0,17:53:00,20:14:00,141,0,0,No PT,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Male,39,Standard,5,1,15:16:00,17:15:00,119,1,1,Mike,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
233,Female,14,Standard,3,0,8:34:00,10:49:00,135,0,0,No PT,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Female,19,Standard,1,0,20:26:00,21:45:00,79,0,0,No PT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Female,27,Standard,4,0,11:49:00,14:25:00,156,1,1,Hanna,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
236,Female,35,Standard,5,1,15:45:00,18:43:00,178,0,0,No PT,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Female,19,Premium,2,1,10:32:00,12:03:00,91,1,1,Jeffrey,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
238,Female,21,Premium,5,1,20:15:00,23:14:00,179,1,0,No PT,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
239,Male,20,Standard,3,1,17:30:00,19:17:00,107,0,1,Jeffrey,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
240,Male,19,Premium,4,1,15:49:00,17:10:00,81,1,0,No PT,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
241,Female,42,Premium,2,0,11:03:00,13:34:00,151,1,1,Hanna,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
242,Male,18,Premium,1,0,17:38:00,18:10:00,32,0,1,Mike,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Female,49,Premium,1,0,13:58:00,14:35:00,37,1,1,Mike,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
244,Female,17,Premium,5,1,13:50:00,14:29:00,39,1,1,Hanna,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
245,Male,27,Standard,1,1,12:11:00,14:52:00,161,0,1,Jeffrey,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Female,24,Premium,4,0,9:12:00,11:17:00,125,0,0,No PT,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Male,37,Standard,4,1,18:44:00,20:56:00,132,1,0,No PT,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
248,Female,24,Premium,1,0,14:59:00,17:17:00,138,0,1,Mike,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Female,28,Premium,5,1,18:00:00,19:56:00,116,0,0,No PT,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,Male,18,Standard,3,0,13:26:00,16:15:00,169,0,0,No PT,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Male,18,Standard,2,1,8:05:00,9:23:00,78,1,0,No PT,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
252,Female,32,Premium,5,1,10:17:00,13:05:00,168,1,0,No PT,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
253,Male,40,Premium,2,1,14:33:00,15:40:00,67,1,1,Jeffrey,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
254,Male,20,Standard,4,0,17:12:00,18:19:00,67,0,0,No PT,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Male,21,Premium,1,1,14:34:00,15:04:00,30,1,1,Mike,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
256,Female,38,Premium,1,1,17:37:00,18:39:00,62,0,1,Mike,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257,Male,45,Standard,2,1,8:12:00,10:09:00,117,1,0,No PT,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
258,Male,22,Standard,2,0,19:49:00,20:33:00,44,1,0,No PT,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
259,Female,17,Premium,5,0,10:02:00,12:17:00,135,1,1,Chantal,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
260,Female,32,Standard,5,0,8:20:00,10:44:00,144,1,0,No PT,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
261,Male,44,Standard,2,0,12:01:00,14:07:00,126,0,0,No PT,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Female,47,Premium,2,1,8:39:00,9:38:00,59,1,1,Chantal,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
263,Female,43,Standard,1,0,8:17:00,9:08:00,51,0,1,Jeffrey,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Male,48,Standard,5,0,15:42:00,18:35:00,173,0,1,Hanna,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Female,32,Standard,5,0,19:52:00,21:17:00,85,1,1,Mike,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
266,Female,37,Standard,3,1,18:07:00,20:01:00,114,0,0,No PT,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,Female,36,Standard,5,0,11:33:00,12:40:00,67,1,0,No PT,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
268,Male,22,Premium,4,0,18:08:00,20:37:00,149,0,1,Mike,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Male,37,Premium,2,0,9:59:00,10:41:00,42,0,0,No PT,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Male,39,Standard,3,1,15:19:00,17:35:00,136,0,1,Mike,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
271,Male,47,Standard,3,0,10:08:00,11:02:00,54,0,1,Hanna,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Male,49,Premium,2,1,13:20:00,14:26:00,66,0,1,Chantal,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,Male,27,Standard,2,0,11:23:00,13:00:00,97,0,1,Chantal,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Female,44,Standard,2,1,19:30:00,22:04:00,154,0,0,No PT,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
275,Male,13,Standard,2,0,9:38:00,10:11:00,33,0,0,No PT,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Male,14,Standard,2,1,11:21:00,14:18:00,177,0,0,No PT,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,Female,25,Standard,2,0,10:38:00,12:32:00,114,1,1,Hanna,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
278,Male,32,Premium,2,1,13:19:00,14:52:00,93,1,1,Mike,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
279,Female,29,Standard,4,0,10:43:00,11:52:00,69,1,1,Hanna,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
280,Male,41,Standard,2,1,10:29:00,12:37:00,128,1,1,Chantal,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
281,Male,21,Premium,2,1,15:40:00,16:47:00,67,0,1,Chantal,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,Male,25,Standard,5,1,12:25:00,13:40:00,75,1,0,No PT,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
283,Female,21,Premium,2,1,14:55:00,15:28:00,33,1,1,Mike,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
284,Female,13,Standard,2,0,12:52:00,14:03:00,71,0,0,No PT,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Male,48,Premium,4,0,13:33:00,14:08:00,35,1,0,No PT,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
286,Male,20,Premium,5,0,20:16:00,21:52:00,96,1,1,Mike,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
287,Male,37,Premium,2,1,19:39:00,20:39:00,60,0,0,No PT,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,Male,42,Premium,5,0,17:30:00,20:15:00,165,1,0,No PT,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
289,Female,20,Premium,3,1,8:53:00,11:11:00,138,0,1,Mike,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Female,26,Standard,2,1,15:52:00,18:05:00,133,0,0,No PT,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Female,42,Premium,5,0,9:49:00,12:43:00,174,1,0,No PT,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
292,Male,17,Standard,1,0,16:59:00,18:41:00,102,1,0,No PT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
293,Female,26,Premium,1,1,16:31:00,17:47:00,76,1,1,Hanna,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
294,Female,41,Premium,1,1,13:14:00,15:34:00,140,0,0,No PT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
